,2017-11-06,2017-11-13,2017-11-20,2017-11-27,2017-12-04,2017-12-11,2017-12-18,2017-12-25,2018-01-01,2018-01-08,2018-01-15,2018-01-22,2018-01-29,2018-02-05,2018-02-12,2018-02-19,2018-02-26,2018-03-05,2018-03-12,2018-03-19,2018-03-26,2018-04-02,2018-04-09,2018-04-16,2018-04-23,2018-04-30
disformal,8.0,8,8.0,8.0,8.0,8.0,8.0,8.0,16.0,16.0,16.0,16.0,20.0,20.0,20.0,20.0,17.0,17.0,15.0,16.0,16.0,15.0,15.0,15.0,14.0,14.0
flrw,10.0,10,10.0,10.0,13.0,14.0,14.0,17.0,17.0,18.0,18.0,15.0,16.0,16.0,16.0,15.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0
vev,12.0,12,11.0,11.0,11.0,11.0,12.0,12.0,15.0,15.0,18.0,17.0,13.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,13.0,12.0,15.0,15.0,14.0,14.0
ddimensional,6.0,6,7.0,7.0,8.0,10.0,13.0,12.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,15.0,16.0,16.0,16.0,14.0,14.0,14.0
chromodynamics,12.0,13,13.0,13.0,10.0,11.0,9.0,10.0,10.0,11.0,11.0,12.0,12.0,15.0,14.0,13.0,13.0,12.0,13.0,13.0,14.0,14.0,15.0,14.0,14.0,14.0
pathintegral,5.0,5,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,15.0,14.0,14.0,14.0
rt,6.0,6,6.0,6.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,15.0,16.0,17.0,15.0,14.0,14.0,14.0,14.0
ng,10.0,10,10.0,8.0,9.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,8.0,7.0,7.0,8.0,8.0,6.0,11.0,14.0,14.0,14.0,14.0,14.0,14.0
ev,18.0,17,18.0,18.0,18.0,18.0,17.0,12.0,12.0,10.0,10.0,10.0,10.0,13.0,12.0,17.0,17.0,17.0,17.0,15.0,13.0,13.0,13.0,13.0,14.0,14.0
generalisation,9.0,7,10.0,12.0,11.0,11.0,13.0,13.0,14.0,14.0,14.0,15.0,15.0,15.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,12.0,12.0,14.0,14.0
lesssim,2.0,3,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0
friedmann,15.0,16,16.0,15.0,15.0,13.0,11.0,9.0,11.0,11.0,12.0,11.0,13.0,13.0,14.0,14.0,13.0,14.0,14.0,14.0,13.0,13.0,13.0,14.0,13.0,14.0
selfconsistent,13.0,13,10.0,10.0,10.0,11.0,11.0,12.0,13.0,13.0,11.0,10.0,10.0,11.0,10.0,10.0,9.0,9.0,10.0,12.0,13.0,13.0,12.0,13.0,13.0,14.0
nohair,5.0,6,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,10.0,10.0,10.0,11.0,12.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,12.0,13.0,13.0,14.0
singlefield,10.0,11,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,10.0,11.0,11.0,9.0,9.0,11.0,12.0,12.0,13.0,14.0
supermultiplet,9.0,10,11.0,11.0,12.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,11.0,12.0,12.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,14.0
quantisation,8.0,8,8.0,9.0,9.0,9.0,11.0,11.0,13.0,13.0,13.0,13.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,10.0,10.0,9.0,10.0,10.0,11.0,14.0
selfforce,5.0,5,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,9.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,10.0,14.0
stressenergy,31.0,32,32.0,32.0,32.0,31.0,31.0,32.0,32.0,30.0,30.0,28.0,28.0,32.0,29.0,30.0,28.0,29.0,28.0,25.0,25.0,25.0,23.0,24.0,18.0,13.0
gibbs,11.0,11,12.0,12.0,11.0,12.0,14.0,14.0,14.0,14.0,12.0,13.0,13.0,18.0,18.0,17.0,18.0,18.0,17.0,14.0,14.0,14.0,13.0,15.0,15.0,13.0
halfbps,6.0,8,9.0,9.0,10.0,10.0,10.0,13.0,15.0,15.0,15.0,15.0,14.0,13.0,13.0,13.0,14.0,14.0,14.0,13.0,13.0,14.0,15.0,15.0,14.0,13.0
mathbf,4.0,4,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,15.0,13.0,13.0
greenschwarz,10.0,10,9.0,9.0,9.0,9.0,13.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,16.0,16.0,16.0,16.0,17.0,18.0,17.0,15.0,14.0,13.0,13.0
qgp,3.0,3,3.0,3.0,3.0,3.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,12.0,11.0,11.0,14.0,15.0,13.0,13.0,13.0
tendimensional,8.0,10,10.0,10.0,11.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,12.0,12.0,13.0,14.0,15.0,13.0,13.0,13.0,13.0
holonomy,14.0,12,12.0,13.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,10.0,14.0,15.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0
dm,25.0,22,22.0,22.0,22.0,22.0,22.0,22.0,17.0,17.0,17.0,17.0,17.0,10.0,14.0,13.0,13.0,21.0,20.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
tcis,0.0,9,9.0,9.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
schur,11.0,11,11.0,13.0,13.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,10.0,11.0,12.0,11.0,10.0,11.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0
pt,6.0,6,5.0,5.0,5.0,5.0,7.0,7.0,6.0,6.0,5.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,13.0,13.0,13.0,13.0
adimensional,15.0,15,14.0,14.0,14.0,14.0,14.0,14.0,16.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,11.0,12.0,13.0,12.0,13.0,13.0,13.0,13.0
hodge,8.0,9,8.0,8.0,8.0,11.0,14.0,14.0,15.0,15.0,16.0,14.0,14.0,14.0,13.0,14.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0
bjorken,6.0,8,10.0,10.0,10.0,11.0,11.0,11.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,13.0,13.0
wzw,5.0,5,5.0,5.0,5.0,6.0,6.0,4.0,7.0,7.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,13.0,13.0
painleve,7.0,10,10.0,10.0,10.0,10.0,10.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0,12.0,13.0
deconfinement,22.0,21,20.0,20.0,19.0,16.0,16.0,15.0,15.0,15.0,14.0,13.0,12.0,12.0,13.0,12.0,10.0,10.0,10.0,9.0,9.0,9.0,12.0,13.0,12.0,13.0
maldacena,4.0,8,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,13.0
cpt,14.0,14,15.0,15.0,15.0,15.0,15.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,9.0,9.0,4.0,9.0,12.0,12.0,12.0,12.0,13.0
wilsonfisher,9.0,10,8.0,9.0,10.0,12.0,11.0,11.0,11.0,9.0,10.0,10.0,10.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,13.0
offdiagonal,3.0,4,4.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,13.0
selfinteraction,13.0,13,11.0,12.0,12.0,11.0,11.0,11.0,11.0,13.0,14.0,14.0,13.0,13.0,13.0,12.0,14.0,13.0,13.0,13.0,14.0,12.0,11.0,12.0,11.0,13.0
selfenergy,9.0,9,9.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,5.0,12.0,12.0,12.0,13.0,13.0,12.0,11.0,11.0,13.0
jt,3.0,3,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,8.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,13.0
orbifolds,27.0,22,21.0,19.0,18.0,18.0,19.0,17.0,17.0,16.0,17.0,17.0,17.0,15.0,15.0,13.0,13.0,14.0,14.0,14.0,13.0,14.0,14.0,16.0,16.0,12.0
stronger,18.0,17,18.0,16.0,16.0,17.0,19.0,18.0,18.0,17.0,16.0,16.0,14.0,14.0,16.0,17.0,17.0,15.0,15.0,15.0,14.0,14.0,15.0,15.0,14.0,12.0
tensorial,6.0,6,6.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,10.0,10.0,10.0,12.0,13.0,12.0,13.0,14.0,14.0,14.0,12.0
elevendimensional,13.0,12,12.0,10.0,12.0,13.0,12.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,14.0,18.0,18.0,18.0,18.0,18.0,16.0,15.0,13.0,12.0
sigmamodel,10.0,9,9.0,9.0,10.0,9.0,9.0,9.0,5.0,5.0,5.0,8.0,7.0,8.0,8.0,9.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,12.0,13.0,12.0
nambu,3.0,3,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,13.0,12.0
einsteinmaxwell,12.0,11,11.0,11.0,11.0,13.0,13.0,12.0,13.0,12.0,13.0,12.0,14.0,14.0,15.0,15.0,15.0,14.0,13.0,13.0,13.0,13.0,13.0,14.0,12.0,12.0
skyrmions,16.0,16,16.0,19.0,17.0,17.0,18.0,20.0,20.0,20.0,18.0,16.0,12.0,12.0,12.0,13.0,14.0,14.0,14.0,16.0,15.0,16.0,15.0,13.0,12.0,12.0
supermultiplets,17.0,17,15.0,15.0,18.0,19.0,19.0,19.0,17.0,16.0,17.0,16.0,16.0,16.0,16.0,15.0,14.0,14.0,12.0,12.0,12.0,12.0,13.0,13.0,12.0,12.0
argyresdouglas,17.0,17,17.0,21.0,21.0,19.0,17.0,17.0,17.0,17.0,16.0,11.0,12.0,12.0,12.0,11.0,11.0,11.0,13.0,13.0,12.0,12.0,12.0,13.0,12.0,12.0
ligovirgo,1.0,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,6.0,6.0,8.0,8.0,11.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0
oscillons,6.0,9,9.0,9.0,12.0,15.0,15.0,15.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,12.0,12.0,14.0,14.0,14.0,12.0,12.0,12.0
quarkgluon,19.0,21,22.0,23.0,20.0,16.0,16.0,14.0,14.0,13.0,13.0,12.0,11.0,11.0,10.0,11.0,10.0,11.0,12.0,12.0,12.0,13.0,13.0,12.0,12.0,12.0
noscale,2.0,2,2.0,7.0,8.0,8.0,8.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0,12.0,12.0,12.0
nonlinearly,12.0,13,12.0,12.0,12.0,14.0,17.0,19.0,17.0,17.0,17.0,15.0,14.0,14.0,14.0,13.0,13.0,14.0,14.0,15.0,16.0,15.0,12.0,12.0,12.0,12.0
largest,7.0,7,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,11.0,13.0,12.0,12.0,12.0,12.0
newtoncartan,8.0,6,6.0,6.0,6.0,6.0,9.0,10.0,10.0,10.0,9.0,10.0,12.0,14.0,14.0,11.0,11.0,11.0,11.0,11.0,13.0,12.0,12.0,12.0,12.0,12.0
donaldsonthomas,2.0,4,4.0,3.0,3.0,6.0,6.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
decoupled,7.0,7,7.0,7.0,6.0,7.0,11.0,12.0,12.0,12.0,12.0,11.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0
carrollian,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0
sinegordon,12.0,12,11.0,11.0,9.0,9.0,10.0,10.0,10.0,11.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,9.0,9.0,11.0,12.0,12.0,12.0
bekenstein,7.0,7,6.0,4.0,4.0,6.0,6.0,7.0,8.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0
wgc,7.0,7,7.0,7.0,7.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,9.0,9.0,11.0,11.0,11.0,11.0,12.0,12.0
nonperturbatively,13.0,15,15.0,14.0,14.0,14.0,15.0,13.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,9.0,9.0,10.0,11.0,12.0,12.0
schwingerkeldysh,5.0,5,5.0,5.0,3.0,3.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,9.0,9.0,11.0,12.0,12.0
quasiparticles,20.0,20,20.0,20.0,18.0,18.0,17.0,18.0,15.0,16.0,15.0,14.0,13.0,14.0,15.0,13.0,12.0,12.0,11.0,11.0,11.0,11.0,14.0,14.0,11.0,12.0
wavelengths,5.0,6,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,11.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,11.0,12.0
ramond,5.0,5,5.0,5.0,5.0,3.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,12.0,12.0,11.0,12.0
outoftimeorder,4.0,4,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,12.0,12.0,11.0,11.0,12.0
biadjoint,11.0,10,10.0,10.0,10.0,10.0,10.0,11.0,9.0,9.0,9.0,9.0,9.0,8.0,12.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0
gases,4.0,4,5.0,4.0,5.0,5.0,5.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0
pbhs,15.0,15,15.0,12.0,8.0,8.0,8.0,8.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,7.0,7.0,7.0,7.0,11.0,11.0,11.0,11.0,11.0,12.0
penrose,13.0,13,13.0,12.0,14.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,10.0,10.0,11.0,12.0
selfduality,8.0,9,10.0,11.0,10.0,10.0,10.0,10.0,12.0,11.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,12.0
thedeformed,5.0,5,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,9.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,12.0
rr,17.0,17,17.0,15.0,16.0,15.0,15.0,19.0,14.0,14.0,14.0,12.0,12.0,12.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,11.0,11.0,10.0,12.0
spt,14.0,12,9.0,8.0,10.0,10.0,8.0,10.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,13.0,14.0,13.0,10.0,10.0,12.0
desitter,16.0,16,15.0,15.0,20.0,20.0,18.0,17.0,18.0,18.0,19.0,19.0,18.0,16.0,15.0,15.0,13.0,13.0,13.0,12.0,12.0,12.0,11.0,10.0,10.0,12.0
wightman,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,7.0,8.0,9.0,9.0,12.0
multifield,10.0,10,10.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,12.0
boseeinstein,19.0,19,19.0,18.0,17.0,17.0,16.0,17.0,16.0,15.0,15.0,16.0,15.0,13.0,14.0,13.0,14.0,14.0,14.0,15.0,13.0,13.0,13.0,13.0,15.0,11.0
grossneveu,13.0,16,16.0,16.0,17.0,17.0,17.0,17.0,16.0,17.0,16.0,14.0,14.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,16.0,14.0,11.0
nexttoleading,22.0,21,21.0,20.0,18.0,18.0,18.0,19.0,16.0,16.0,16.0,16.0,13.0,15.0,13.0,12.0,13.0,14.0,13.0,14.0,14.0,15.0,15.0,15.0,13.0,11.0
rewritten,6.0,8,8.0,8.0,8.0,8.0,8.0,9.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,11.0
nonunitary,7.0,7,9.0,10.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,11.0
microstate,14.0,14,14.0,15.0,16.0,18.0,18.0,18.0,17.0,16.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,17.0,12.0,9.0,9.0,9.0,10.0,10.0,12.0,11.0
sduality,17.0,18,20.0,22.0,22.0,22.0,21.0,16.0,16.0,16.0,17.0,17.0,17.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,12.0,11.0
schwingerdyson,10.0,9,9.0,12.0,12.0,12.0,12.0,12.0,13.0,11.0,8.0,8.0,9.0,9.0,11.0,12.0,12.0,12.0,12.0,13.0,13.0,12.0,12.0,12.0,11.0,11.0
twoparticle,7.0,7,9.0,9.0,9.0,9.0,8.0,7.0,8.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,12.0,11.0,11.0,11.0,11.0
lefthanded,7.0,8,9.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0
qfts,11.0,11,10.0,13.0,13.0,8.0,8.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,9.0,12.0,12.0,11.0,11.0,11.0,11.0
waveform,9.0,9,8.0,10.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,12.0,13.0,13.0,13.0,13.0,11.0,11.0,11.0,11.0,11.0,11.0
lqc,9.0,9,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,6.0,6.0,8.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0
subluminal,6.0,6,6.0,6.0,6.0,6.0,6.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,14.0,14.0,14.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
glsms,6.0,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
kerrnewman,15.0,15,14.0,13.0,14.0,14.0,12.0,13.0,13.0,12.0,12.0,6.0,7.0,7.0,7.0,9.0,9.0,9.0,8.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0
minisuperspace,2.0,2,2.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,11.0,11.0,11.0,11.0
strongcoupling,6.0,5,5.0,5.0,5.0,5.0,9.0,10.0,8.0,8.0,8.0,9.0,9.0,10.0,12.0,11.0,12.0,12.0,12.0,12.0,11.0,11.0,10.0,11.0,11.0,11.0
coadjoint,3.0,3,3.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0
hepth,15.0,14,14.0,14.0,13.0,13.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,4.0,5.0,6.0,7.0,4.0,7.0,11.0,11.0,11.0
supermanifold,7.0,7,7.0,8.0,8.0,6.0,5.0,4.0,6.0,6.0,6.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0
nonflat,3.0,3,3.0,3.0,5.0,5.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,10.0,10.0,11.0,11.0
endpoint,11.0,11,11.0,11.0,10.0,10.0,10.0,11.0,9.0,10.0,10.0,9.0,9.0,11.0,11.0,13.0,13.0,12.0,12.0,11.0,11.0,10.0,10.0,10.0,11.0,11.0
hubbard,3.0,3,4.0,4.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0
vaidya,3.0,2,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,9.0,11.0,11.0
approx,6.0,6,7.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,10.0,10.0,10.0,9.0,9.0,10.0,11.0
supercurrent,9.0,10,10.0,10.0,12.0,13.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,15.0,15.0,13.0,13.0,13.0,12.0,12.0,12.0,9.0,11.0
mssm,7.0,7,7.0,6.0,6.0,9.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,9.0,9.0,8.0,7.0,9.0,11.0
qnec,14.0,19,19.0,19.0,19.0,14.0,14.0,14.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0
der,21.0,23,20.0,20.0,21.0,21.0,21.0,20.0,20.0,20.0,19.0,19.0,18.0,19.0,19.0,18.0,18.0,17.0,14.0,13.0,13.0,13.0,13.0,14.0,15.0,10.0
schr,8.0,9,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,11.0,11.0,11.0,12.0,14.0,14.0,14.0,10.0
eth,17.0,14,14.0,14.0,14.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,14.0,14.0,14.0,14.0,14.0,14.0,16.0,16.0,13.0,13.0,10.0
constantroll,18.0,18,18.0,18.0,13.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,20.0,20.0,23.0,23.0,23.0,22.0,16.0,16.0,16.0,13.0,13.0,13.0,12.0,10.0
finitesize,5.0,5,5.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,8.0,8.0,10.0,10.0,12.0,12.0,10.0
finetuning,12.0,12,12.0,12.0,12.0,14.0,12.0,12.0,11.0,12.0,11.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0
solitonic,9.0,9,7.0,7.0,8.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,13.0,12.0,12.0,11.0,12.0,14.0,14.0,14.0,14.0,12.0,11.0,10.0
cohomological,8.0,7,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,11.0,11.0,12.0,12.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,10.0
vainshtein,4.0,4,7.0,8.0,8.0,8.0,13.0,13.0,13.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,10.0
laughlin,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,10.0
nonfermi,21.0,17,14.0,14.0,15.0,15.0,13.0,14.0,14.0,14.0,14.0,17.0,17.0,16.0,17.0,15.0,16.0,16.0,16.0,16.0,13.0,13.0,12.0,12.0,10.0,10.0
comoving,12.0,13,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,10.0,10.0
lightfront,11.0,12,12.0,12.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,10.0,12.0,12.0,13.0,14.0,15.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0
longrange,25.0,25,24.0,23.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,21.0,20.0,15.0,17.0,17.0,14.0,14.0,12.0,12.0,12.0,11.0,10.0,10.0,10.0,10.0
sinhgordon,6.0,6,8.0,10.0,10.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0
onetoone,10.0,9,9.0,9.0,9.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,11.0,11.0,10.0,9.0,10.0,11.0,11.0,10.0,10.0,10.0,10.0
